plaque_immatriculation,origine,destination,date_heure_depart,duree_minutes,economie_co2_kg
VA-2024-008,Quartier Khezama,Corniche,2025-12-04 16:05:25,36,2.85
VA-2024-008,Zone Industrielle,Aéroport Monastir,2025-12-05 22:41:25,30,2.79
VA-2024-008,Campus Universitaire,Place Farhat Hached,2025-12-05 09:21:25,22,3.25
VA-2024-008,Place Farhat Hached,Centre Ville,2025-12-05 14:39:25,11,2.66
VA-2024-008,Campus Universitaire,Sousse Nord,2025-12-05 06:09:25,44,1.74
VA-2024-008,Hôpital Universitaire,Port de Sousse,2025-12-05 15:03:25,44,2.48
VA-2024-008,Corniche,Aéroport Monastir,2025-12-05 22:17:25,29,0.46
VA-2024-008,Place Farhat Hached,Sousse Nord,2025-12-05 16:15:25,24,1.38
VA-2024-008,Quartier Khezama,Zone Industrielle,2025-12-06 09:25:25,19,3.38
VA-2024-008,Médina,Hôpital Universitaire,2025-12-06 19:17:25,11,1.4
VA-2024-008,Centre Ville,Hôpital Universitaire,2025-12-06 19:12:25,23,1.2
VA-2024-008,Sousse Sud,Place Farhat Hached,2025-12-06 07:41:25,50,0.94
VA-2024-008,Médina,Campus Universitaire,2025-12-06 22:45:25,40,0.52
VA-2024-008,Médina,Hôpital Universitaire,2025-12-06 21:39:25,28,1.71
VA-2024-008,Quartier Khezama,Palais des Congrès,2025-12-06 21:34:25,36,2.49
VA-2024-008,Palais des Congrès,Sousse Sud,2025-12-06 22:30:25,38,3.85
VA-2024-008,Corniche,Aéroport Monastir,2025-12-06 09:25:25,31,2.36
VA-2024-008,Stade Olympique,Sousse Sud,2025-12-06 10:29:25,23,2.13
VA-2024-008,Aéroport Monastir,Stade Olympique,2025-12-07 07:47:25,43,2.94
VA-2024-008,Campus Universitaire,Aéroport Monastir,2025-12-07 15:55:25,26,0.45
VA-2024-008,Quartier Khezama,Sousse Sud,2025-12-07 19:45:25,42,3.68
VA-2024-008,Stade Olympique,Palais des Congrès,2025-12-07 11:14:25,25,0.37
VA-2024-008,Sousse Sud,Sousse Nord,2025-12-07 22:46:25,23,0.79
VA-2024-008,Corniche,Port de Sousse,2025-12-07 11:55:25,50,0.48
VA-2024-008,Corniche,Hôpital Universitaire,2025-12-07 10:04:25,41,2.11
VA-2024-008,Port de Sousse,Corniche,2025-12-07 10:40:25,48,0.53
VA-2024-008,Zone Industrielle,Stade Olympique,2025-12-07 16:57:25,14,0.78
VA-2024-008,Campus Universitaire,Centre Ville,2025-12-07 13:19:25,16,1.18
VA-2024-008,Médina,Corniche,2025-12-08 21:01:25,25,2.09
VA-2024-008,Hôpital Universitaire,Palais des Congrès,2025-12-08 10:18:25,50,0.57
VA-2024-008,Palais des Congrès,Port de Sousse,2025-12-08 16:02:25,22,1.14
VA-2024-008,Aéroport Monastir,Médina,2025-12-08 13:38:25,28,1.1
VA-2024-008,Stade Olympique,Médina,2025-12-08 19:07:25,31,1.59
VA-2024-008,Sousse Nord,Sousse Sud,2025-12-09 13:02:25,38,1.92
VA-2024-008,Sousse Sud,Campus Universitaire,2025-12-09 15:41:25,41,0.44
VA-2024-008,Palais des Congrès,Campus Universitaire,2025-12-09 15:30:25,42,3.78
VA-2024-008,Hôpital Universitaire,Médina,2025-12-09 08:25:25,38,0.31
VA-2024-008,Zone Industrielle,Sousse Sud,2025-12-09 09:59:25,31,2.22
VA-2024-008,Corniche,Sousse Nord,2025-12-09 16:00:25,25,1.16
VA-2024-008,Sousse Nord,Gare Ferroviaire,2025-12-09 09:14:25,38,1.23
VA-2024-008,Place Farhat Hached,Campus Universitaire,2025-12-09 09:13:25,38,1.18
VA-2024-008,Centre Ville,Campus Universitaire,2025-12-09 14:17:25,14,3.1
VA-2024-008,Sousse Sud,Centre Ville,2025-12-09 12:04:25,23,3.49
VA-2024-008,Corniche,Sousse Nord,2025-12-09 13:11:25,21,2.45
VA-2024-008,Sousse Nord,Stade Olympique,2025-12-09 20:39:25,31,1.03
VA-2024-008,Centre Ville,Sousse Nord,2025-12-10 11:33:25,50,1.35
VA-2024-008,Corniche,Médina,2025-12-10 22:29:25,19,1.44
VA-2024-008,Centre Ville,Corniche,2025-12-10 11:38:25,11,0.99
VA-2024-008,Palais des Congrès,Hôpital Universitaire,2025-12-10 12:18:25,34,2.92
VA-2024-008,Quartier Khezama,Campus Universitaire,2025-12-10 11:29:25,48,2.63
VA-2024-008,Place Farhat Hached,Campus Universitaire,2025-12-10 07:26:25,24,0.81
VA-2024-008,Aéroport Monastir,Zone Industrielle,2025-12-10 18:46:25,45,2.74
VA-2024-008,Gare Ferroviaire,Zone Industrielle,2025-12-10 10:36:25,26,2.98
VA-2024-008,Centre Ville,Corniche,2025-12-10 10:33:25,32,3.64
VA-2024-008,Médina,Aéroport Monastir,2025-12-10 17:18:25,16,0.99
VA-2024-008,Sousse Nord,Palais des Congrès,2025-12-11 14:58:25,14,2.08
VA-2024-008,Aéroport Monastir,Sousse Nord,2025-12-11 17:47:25,29,2.92
VA-2024-008,Quartier Khezama,Corniche,2025-12-11 15:00:25,16,2.21
VA-2024-008,Port de Sousse,Hôpital Universitaire,2025-12-11 17:39:25,35,2.96
VA-2024-008,Corniche,Sousse Nord,2025-12-11 16:46:25,31,3.77
VA-2024-008,Aéroport Monastir,Hôpital Universitaire,2025-12-11 17:34:25,36,2.18
VA-2024-008,Campus Universitaire,Médina,2025-12-11 10:12:25,27,1.91
VA-2024-008,Centre Ville,Zone Industrielle,2025-12-11 10:57:25,50,0.27
VA-2024-008,Campus Universitaire,Stade Olympique,2025-12-11 17:20:25,48,3.06
VA-2024-008,Aéroport Monastir,Corniche,2025-12-12 20:06:25,35,1.23
VA-2024-008,Centre Ville,Stade Olympique,2025-12-12 18:15:25,31,2.99
VA-2024-008,Sousse Sud,Corniche,2025-12-12 06:36:25,46,0.4
VA-2024-008,Zone Industrielle,Quartier Khezama,2025-12-12 08:21:25,42,1.98
VA-2024-008,Palais des Congrès,Sousse Nord,2025-12-12 13:45:25,46,1.58
VA-2024-008,Port de Sousse,Stade Olympique,2025-12-12 16:47:25,28,0.77
VA-2024-008,Sousse Sud,Place Farhat Hached,2025-12-12 11:25:25,23,0.98
VA-2024-008,Gare Ferroviaire,Port de Sousse,2025-12-12 10:14:25,11,1.48
VA-2024-008,Médina,Palais des Congrès,2025-12-12 07:01:25,46,1.85
VA-2024-008,Centre Ville,Médina,2025-12-12 12:17:25,43,1.25
VA-2024-008,Quartier Khezama,Hôpital Universitaire,2025-12-12 08:58:25,25,2.98
VA-2024-008,Corniche,Palais des Congrès,2025-12-13 20:28:25,33,2.67
VA-2024-008,Palais des Congrès,Port de Sousse,2025-12-13 06:58:25,41,2.32
VA-2024-008,Palais des Congrès,Quartier Khezama,2025-12-13 21:20:25,50,2.18
VA-2024-008,Centre Ville,Zone Industrielle,2025-12-13 20:26:25,39,3.15
VA-2024-008,Médina,Zone Industrielle,2025-12-13 19:10:25,49,3.48
VA-2024-008,Sousse Sud,Campus Universitaire,2025-12-13 18:09:25,35,3.0
VA-2024-008,Sousse Sud,Corniche,2025-12-13 15:56:25,22,3.23
VA-2024-008,Quartier Khezama,Stade Olympique,2025-12-13 15:11:25,42,3.59
VA-2024-008,Zone Industrielle,Stade Olympique,2025-12-13 07:56:25,20,1.47
VA-2024-008,Port de Sousse,Sousse Sud,2025-12-13 11:53:25,41,3.17
VA-2024-008,Place Farhat Hached,Aéroport Monastir,2025-12-13 11:17:25,41,4.04
VA-2024-008,Corniche,Quartier Khezama,2025-12-13 21:48:25,45,2.24
VA-2024-009,Palais des Congrès,Zone Industrielle,2025-11-13 07:04:25,23,2.43
VA-2024-009,Corniche,Sousse Sud,2025-11-13 14:05:25,25,1.67
VA-2024-009,Stade Olympique,Sousse Nord,2025-11-13 20:36:25,11,1.5
VA-2024-009,Corniche,Quartier Khezama,2025-11-13 21:34:25,25,3.57
VA-2024-009,Sousse Sud,Hôpital Universitaire,2025-11-13 07:05:25,38,2.72
VA-2024-009,Sousse Nord,Gare Ferroviaire,2025-11-13 16:00:25,29,0.53
VA-2024-009,Sousse Nord,Hôpital Universitaire,2025-11-13 18:45:25,10,0.29
VA-2024-009,Place Farhat Hached,Port de Sousse,2025-11-13 09:59:25,31,1.77
VA-2024-009,Quartier Khezama,Stade Olympique,2025-11-14 17:31:25,49,3.24
VA-2024-009,Palais des Congrès,Sousse Sud,2025-11-14 22:50:25,39,1.02
VA-2024-009,Gare Ferroviaire,Quartier Khezama,2025-11-14 19:01:25,31,0.45
VA-2024-009,Aéroport Monastir,Palais des Congrès,2025-11-14 20:55:25,30,0.52
VA-2024-009,Place Farhat Hached,Zone Industrielle,2025-11-14 17:43:25,25,3.36
VA-2024-009,Médina,Hôpital Universitaire,2025-11-14 14:36:25,17,2.66
VA-2024-009,Quartier Khezama,Campus Universitaire,2025-11-14 22:34:25,35,2.53
VA-2024-009,Aéroport Monastir,Corniche,2025-11-15 09:18:25,10,2.46
VA-2024-009,Médina,Stade Olympique,2025-11-15 22:52:25,17,3.2
VA-2024-009,Stade Olympique,Aéroport Monastir,2025-11-15 09:12:25,25,3.72
VA-2024-009,Quartier Khezama,Campus Universitaire,2025-11-15 06:40:25,17,2.44
VA-2024-009,Port de Sousse,Zone Industrielle,2025-11-15 15:49:25,25,2.25
VA-2024-009,Sousse Nord,Zone Industrielle,2025-11-15 13:30:25,46,3.04
VA-2024-009,Campus Universitaire,Centre Ville,2025-11-15 19:27:25,18,1.48
VA-2024-009,Corniche,Campus Universitaire,2025-11-15 18:29:25,21,2.08
VA-2024-009,Aéroport Monastir,Corniche,2025-11-15 19:12:25,46,2.48
VA-2024-009,Quartier Khezama,Campus Universitaire,2025-11-15 06:06:25,25,3.47
VA-2024-009,Sousse Sud,Zone Industrielle,2025-11-15 21:48:25,13,3.71
VA-2024-009,Sousse Sud,Médina,2025-11-15 18:59:25,43,3.65
VA-2024-009,Place Farhat Hached,Corniche,2025-11-16 12:44:25,27,2.92
VA-2024-009,Corniche,Aéroport Monastir,2025-11-16 10:22:25,31,3.21
VA-2024-009,Aéroport Monastir,Corniche,2025-11-16 12:13:25,20,2.83
VA-2024-009,Hôpital Universitaire,Aéroport Monastir,2025-11-16 08:42:25,42,2.14
VA-2024-009,Campus Universitaire,Corniche,2025-11-16 11:00:25,50,2.91
VA-2024-009,Zone Industrielle,Port de Sousse,2025-11-16 15:31:25,50,2.39
VA-2024-009,Palais des Congrès,Stade Olympique,2025-11-16 19:48:25,31,1.8
VA-2024-009,Aéroport Monastir,Corniche,2025-11-16 20:27:25,50,3.31
VA-2024-009,Aéroport Monastir,Centre Ville,2025-11-16 13:37:25,14,4.24
VA-2024-009,Palais des Congrès,Stade Olympique,2025-11-16 08:15:25,34,2.52
VA-2024-009,Aéroport Monastir,Palais des Congrès,2025-11-16 15:52:25,23,1.57
VA-2024-009,Port de Sousse,Hôpital Universitaire,2025-11-16 09:27:25,12,1.11
VA-2024-009,Sousse Nord,Corniche,2025-11-17 07:12:25,33,1.54
VA-2024-009,Médina,Port de Sousse,2025-11-17 08:44:25,47,1.53
VA-2024-009,Aéroport Monastir,Campus Universitaire,2025-11-17 13:34:25,12,3.43
VA-2024-009,Sousse Sud,Corniche,2025-11-17 17:24:25,19,2.17
VA-2024-009,Stade Olympique,Port de Sousse,2025-11-17 10:43:25,21,2.85
VA-2024-009,Palais des Congrès,Centre Ville,2025-11-17 07:06:25,19,3.16
VA-2024-009,Stade Olympique,Gare Ferroviaire,2025-11-17 08:55:25,44,0.97
VA-2024-009,Sousse Nord,Zone Industrielle,2025-11-17 08:56:25,13,1.61
VA-2024-009,Stade Olympique,Aéroport Monastir,2025-11-17 13:42:25,29,0.54
VA-2024-009,Aéroport Monastir,Place Farhat Hached,2025-11-18 13:43:25,36,1.25
VA-2024-009,Palais des Congrès,Hôpital Universitaire,2025-11-18 19:17:25,49,1.66
VA-2024-009,Stade Olympique,Port de Sousse,2025-11-18 06:16:25,28,3.87
VA-2024-009,Médina,Place Farhat Hached,2025-11-18 08:07:25,48,2.18
VA-2024-009,Campus Universitaire,Sousse Nord,2025-11-18 18:49:25,27,3.83
VA-2024-009,Palais des Congrès,Port de Sousse,2025-11-18 21:53:25,45,2.14
VA-2024-009,Quartier Khezama,Palais des Congrès,2025-11-18 06:09:25,40,0.74
VA-2024-009,Palais des Congrès,Place Farhat Hached,2025-11-18 17:14:25,28,2.19
VA-2024-009,Sousse Sud,Corniche,2025-11-18 11:41:25,34,0.57
VA-2024-009,Gare Ferroviaire,Quartier Khezama,2025-11-18 10:32:25,16,0.34
VA-2024-009,Corniche,Palais des Congrès,2025-11-18 22:32:25,43,1.92
VA-2024-009,Palais des Congrès,Port de Sousse,2025-11-18 18:09:25,17,1.04
VA-2024-009,Corniche,Médina,2025-11-19 19:29:25,24,1.74
VA-2024-009,Campus Universitaire,Aéroport Monastir,2025-11-19 15:23:25,40,1.98
VA-2024-009,Place Farhat Hached,Centre Ville,2025-11-19 21:29:25,11,0.89
VA-2024-009,Campus Universitaire,Médina,2025-11-19 15:00:25,32,4.22
VA-2024-009,Stade Olympique,Quartier Khezama,2025-11-19 16:29:25,15,1.82
VA-2024-009,Stade Olympique,Médina,2025-11-19 10:39:25,41,3.04
VA-2024-009,Hôpital Universitaire,Corniche,2025-11-19 08:27:25,16,2.34
VA-2024-009,Médina,Zone Industrielle,2025-11-19 22:20:25,48,0.84
VA-2024-009,Sousse Sud,Gare Ferroviaire,2025-11-20 11:38:25,11,0.96
VA-2024-009,Aéroport Monastir,Palais des Congrès,2025-11-20 12:03:25,13,3.24
VA-2024-009,Aéroport Monastir,Quartier Khezama,2025-11-20 14:27:25,43,2.31
VA-2024-009,Gare Ferroviaire,Quartier Khezama,2025-11-20 21:26:25,28,1.45
VA-2024-009,Corniche,Gare Ferroviaire,2025-11-20 11:09:25,22,3.51
VA-2024-009,Aéroport Monastir,Corniche,2025-11-20 12:13:25,30,0.41
VA-2024-009,Zone Industrielle,Port de Sousse,2025-11-20 22:28:25,41,3.46
VA-2024-009,Port de Sousse,Centre Ville,2025-11-20 12:14:25,47,2.97
VA-2024-009,Gare Ferroviaire,Médina,2025-11-20 22:35:25,14,3.03
VA-2024-009,Corniche,Sousse Sud,2025-11-20 14:37:25,14,0.58
VA-2024-009,Campus Universitaire,Port de Sousse,2025-11-20 11:52:25,49,1.25
VA-2024-009,Gare Ferroviaire,Centre Ville,2025-11-21 20:35:25,15,2.73
VA-2024-009,Gare Ferroviaire,Campus Universitaire,2025-11-21 12:48:25,50,3.51
VA-2024-009,Centre Ville,Zone Industrielle,2025-11-21 22:23:25,34,2.95
VA-2024-009,Médina,Hôpital Universitaire,2025-11-21 20:58:25,36,1.27
VA-2024-009,Port de Sousse,Zone Industrielle,2025-11-21 12:52:25,46,0.74
VA-2024-009,Campus Universitaire,Zone Industrielle,2025-11-21 16:20:25,29,1.86
VA-2024-009,Place Farhat Hached,Stade Olympique,2025-11-21 15:24:25,32,1.58
VA-2024-009,Port de Sousse,Quartier Khezama,2025-11-21 16:20:25,44,1.88
VA-2024-009,Port de Sousse,Centre Ville,2025-11-21 18:37:25,32,0.97
VA-2024-009,Port de Sousse,Campus Universitaire,2025-11-21 19:43:25,32,1.37
VA-2024-009,Gare Ferroviaire,Médina,2025-11-22 20:20:25,23,3.8
VA-2024-009,Stade Olympique,Médina,2025-11-22 14:21:25,34,0.34
VA-2024-009,Campus Universitaire,Médina,2025-11-22 08:22:25,49,2.52
VA-2024-009,Centre Ville,Campus Universitaire,2025-11-22 20:57:25,45,3.53
VA-2024-009,Place Farhat Hached,Sousse Nord,2025-11-22 19:31:25,33,2.16
VA-2024-009,Port de Sousse,Médina,2025-11-22 16:47:25,32,0.31
VA-2024-009,Corniche,Quartier Khezama,2025-11-22 09:05:25,17,2.55
VA-2024-009,Centre Ville,Quartier Khezama,2025-11-22 06:34:25,26,3.17
VA-2024-009,Zone Industrielle,Quartier Khezama,2025-11-22 20:28:25,12,2.53
VA-2024-009,Place Farhat Hached,Sousse Nord,2025-11-22 09:49:25,49,2.85
VA-2024-009,Aéroport Monastir,Sousse Nord,2025-11-22 21:40:25,23,3.09
VA-2024-009,Sousse Sud,Port de Sousse,2025-11-23 12:46:25,20,3.14
VA-2024-009,Corniche,Hôpital Universitaire,2025-11-23 18:42:25,32,1.95
VA-2024-009,Port de Sousse,Corniche,2025-11-23 14:10:25,40,4.23
VA-2024-009,Quartier Khezama,Hôpital Universitaire,2025-11-23 22:38:25,10,0.47
VA-2024-009,Port de Sousse,Gare Ferroviaire,2025-11-23 09:10:25,49,1.14
VA-2024-009,Centre Ville,Aéroport Monastir,2025-11-23 17:34:25,25,2.63
VA-2024-009,Hôpital Universitaire,Zone Industrielle,2025-11-24 08:30:25,10,2.4
VA-2024-009,Sousse Sud,Aéroport Monastir,2025-11-24 09:18:25,14,3.08
VA-2024-009,Palais des Congrès,Place Farhat Hached,2025-11-24 14:46:25,33,1.21
VA-2024-009,Stade Olympique,Sousse Sud,2025-11-24 18:21:25,26,1.16
VA-2024-009,Campus Universitaire,Médina,2025-11-24 10:38:25,45,2.72
VA-2024-009,Sousse Nord,Centre Ville,2025-11-25 18:36:25,12,1.94
VA-2024-009,Palais des Congrès,Stade Olympique,2025-11-25 16:28:25,12,0.81
VA-2024-009,Place Farhat Hached,Quartier Khezama,2025-11-25 13:21:25,32,3.34
VA-2024-009,Centre Ville,Gare Ferroviaire,2025-11-25 19:35:25,44,1.54
VA-2024-009,Médina,Palais des Congrès,2025-11-25 18:51:25,35,3.43
VA-2024-009,Sousse Sud,Aéroport Monastir,2025-11-25 21:11:25,12,2.43
VA-2024-009,Aéroport Monastir,Sousse Sud,2025-11-25 21:26:25,25,3.26
VA-2024-009,Palais des Congrès,Hôpital Universitaire,2025-11-26 09:56:25,47,1.82
VA-2024-009,Gare Ferroviaire,Place Farhat Hached,2025-11-26 11:19:25,42,0.41
VA-2024-009,Sousse Nord,Port de Sousse,2025-11-26 15:54:25,42,3.44
VA-2024-009,Aéroport Monastir,Quartier Khezama,2025-11-26 13:04:25,41,3.56
VA-2024-009,Médina,Quartier Khezama,2025-11-26 06:03:25,17,0.83
VA-2024-009,Stade Olympique,Aéroport Monastir,2025-11-26 13:10:25,23,3.89
VA-2024-009,Campus Universitaire,Zone Industrielle,2025-11-26 12:20:25,34,3.09
VA-2024-009,Place Farhat Hached,Quartier Khezama,2025-11-26 08:35:25,21,1.82
VA-2024-009,Quartier Khezama,Sousse Nord,2025-11-27 08:25:25,41,3.58
VA-2024-009,Gare Ferroviaire,Médina,2025-11-27 19:59:25,16,3.13
VA-2024-009,Corniche,Sousse Nord,2025-11-27 22:06:25,35,1.85
VA-2024-009,Gare Ferroviaire,Corniche,2025-11-27 19:44:25,48,1.2
VA-2024-009,Campus Universitaire,Port de Sousse,2025-11-27 11:08:25,31,0.56
VA-2024-009,Stade Olympique,Campus Universitaire,2025-11-27 10:16:25,42,3.48
VA-2024-009,Hôpital Universitaire,Corniche,2025-11-28 12:11:25,29,3.09
VA-2024-009,Quartier Khezama,Sousse Nord,2025-11-28 16:54:25,20,1.77
VA-2024-009,Palais des Congrès,Zone Industrielle,2025-11-28 09:26:25,43,2.03
VA-2024-009,Médina,Hôpital Universitaire,2025-11-28 14:37:25,13,1.99
VA-2024-009,Centre Ville,Port de Sousse,2025-11-28 09:19:25,18,3.03
VA-2024-009,Médina,Sousse Sud,2025-11-28 06:00:25,18,2.25
VA-2024-009,Sousse Sud,Aéroport Monastir,2025-11-28 15:07:25,21,2.38
VA-2024-009,Zone Industrielle,Port de Sousse,2025-11-29 08:25:25,33,1.88
VA-2024-009,Hôpital Universitaire,Sousse Sud,2025-11-29 15:57:25,31,3.78
VA-2024-009,Centre Ville,Médina,2025-11-29 06:02:25,12,3.02
VA-2024-009,Gare Ferroviaire,Palais des Congrès,2025-11-29 18:42:25,40,0.46
VA-2024-009,Zone Industrielle,Sousse Sud,2025-11-29 09:43:25,21,1.61
VA-2024-009,Port de Sousse,Zone Industrielle,2025-11-30 20:09:25,28,0.58
VA-2024-009,Palais des Congrès,Aéroport Monastir,2025-11-30 19:52:25,48,4.37
VA-2024-009,Corniche,Place Farhat Hached,2025-11-30 10:50:25,13,0.59
VA-2024-009,Palais des Congrès,Aéroport Monastir,2025-11-30 13:21:25,44,2.74
VA-2024-009,Médina,Hôpital Universitaire,2025-11-30 22:49:25,33,2.4
VA-2024-009,Port de Sousse,Campus Universitaire,2025-11-30 15:09:25,34,0.68
VA-2024-009,Campus Universitaire,Place Farhat Hached,2025-11-30 06:55:25,49,2.96
VA-2024-009,Hôpital Universitaire,Zone Industrielle,2025-11-30 09:44:25,27,2.06
VA-2024-009,Gare Ferroviaire,Hôpital Universitaire,2025-11-30 20:34:25,50,2.77
VA-2024-009,Port de Sousse,Aéroport Monastir,2025-11-30 17:14:25,43,1.95
VA-2024-009,Palais des Congrès,Gare Ferroviaire,2025-11-30 21:58:25,11,2.83
VA-2024-009,Stade Olympique,Sousse Nord,2025-12-01 20:56:25,44,2.07
VA-2024-009,Stade Olympique,Zone Industrielle,2025-12-01 08:23:25,37,0.64
VA-2024-009,Gare Ferroviaire,Aéroport Monastir,2025-12-01 18:12:25,41,1.81
VA-2024-009,Médina,Zone Industrielle,2025-12-01 14:45:25,33,0.44
VA-2024-009,Centre Ville,Zone Industrielle,2025-12-01 07:28:25,45,2.11
VA-2024-009,Quartier Khezama,Aéroport Monastir,2025-12-01 10:38:25,31,0.34
VA-2024-009,Hôpital Universitaire,Centre Ville,2025-12-01 10:25:25,44,2.26
VA-2024-009,Médina,Corniche,2025-12-01 13:04:25,26,0.36
VA-2024-009,Port de Sousse,Campus Universitaire,2025-12-01 13:00:25,41,2.31
VA-2024-009,Quartier Khezama,Sousse Nord,2025-12-01 19:13:25,30,0.51
VA-2024-009,Zone Industrielle,Centre Ville,2025-12-01 15:54:25,42,0.6
VA-2024-009,Corniche,Hôpital Universitaire,2025-12-02 08:51:25,26,3.02
VA-2024-009,Port de Sousse,Palais des Congrès,2025-12-02 07:26:25,14,1.31
VA-2024-009,Port de Sousse,Sousse Nord,2025-12-02 09:42:25,32,2.41
VA-2024-009,Zone Industrielle,Campus Universitaire,2025-12-02 06:31:25,38,2.09
VA-2024-009,Sousse Nord,Médina,2025-12-02 09:10:25,49,1.8
VA-2024-009,Zone Industrielle,Palais des Congrès,2025-12-02 07:18:25,21,3.66
VA-2024-009,Corniche,Sousse Sud,2025-12-02 15:50:25,50,2.13
VA-2024-009,Campus Universitaire,Quartier Khezama,2025-12-02 13:37:25,15,1.64
VA-2024-009,Sousse Nord,Corniche,2025-12-02 18:53:25,21,2.64
VA-2024-009,Zone Industrielle,Sousse Sud,2025-12-02 13:25:25,15,3.81
VA-2024-009,Sousse Nord,Hôpital Universitaire,2025-12-02 21:45:25,17,1.65
VA-2024-009,Stade Olympique,Place Farhat Hached,2025-12-02 06:42:25,34,1.57
VA-2024-009,Quartier Khezama,Stade Olympique,2025-12-03 17:37:25,43,3.01
VA-2024-009,Port de Sousse,Sousse Nord,2025-12-03 15:04:25,43,1.83
VA-2024-009,Quartier Khezama,Palais des Congrès,2025-12-03 15:46:25,25,1.32
VA-2024-009,Campus Universitaire,Hôpital Universitaire,2025-12-03 14:06:25,50,2.68
VA-2024-009,Place Farhat Hached,Gare Ferroviaire,2025-12-03 09:00:25,49,1.06
VA-2024-009,Stade Olympique,Campus Universitaire,2025-12-03 16:37:25,16,2.61
VA-2024-009,Port de Sousse,Zone Industrielle,2025-12-03 08:37:25,25,3.54
VA-2024-009,Hôpital Universitaire,Quartier Khezama,2025-12-03 19:32:25,37,3.22
VA-2024-009,Zone Industrielle,Gare Ferroviaire,2025-12-03 14:31:25,36,1.16
VA-2024-009,Sousse Nord,Campus Universitaire,2025-12-03 10:01:25,35,1.49
VA-2024-009,Sousse Sud,Sousse Nord,2025-12-03 14:27:25,14,0.41
VA-2024-009,Zone Industrielle,Centre Ville,2025-12-04 09:34:25,15,2.33
VA-2024-009,Zone Industrielle,Place Farhat Hached,2025-12-04 06:57:25,26,3.78
VA-2024-009,Port de Sousse,Centre Ville,2025-12-04 11:22:25,10,0.73
VA-2024-009,Zone Industrielle,Gare Ferroviaire,2025-12-04 09:44:25,25,2.31
VA-2024-009,Centre Ville,Gare Ferroviaire,2025-12-04 15:14:25,14,2.38
VA-2024-009,Sousse Sud,Sousse Nord,2025-12-04 14:17:25,32,2.96
VA-2024-009,Hôpital Universitaire,Gare Ferroviaire,2025-12-04 07:21:25,21,0.32
VA-2024-009,Aéroport Monastir,Quartier Khezama,2025-12-04 08:05:25,34,2.31
VA-2024-009,Place Farhat Hached,Gare Ferroviaire,2025-12-04 11:03:25,44,1.71
VA-2024-009,Campus Universitaire,Palais des Congrès,2025-12-04 18:59:25,19,0.35
VA-2024-009,Gare Ferroviaire,Quartier Khezama,2025-12-04 17:49:25,33,1.18
VA-2024-009,Place Farhat Hached,Zone Industrielle,2025-12-05 08:41:25,21,1.94
VA-2024-009,Stade Olympique,Quartier Khezama,2025-12-05 08:08:25,36,3.61
VA-2024-009,Corniche,Place Farhat Hached,2025-12-05 12:25:25,44,3.92
VA-2024-009,Port de Sousse,Gare Ferroviaire,2025-12-05 19:22:25,31,3.13
VA-2024-009,Hôpital Universitaire,Centre Ville,2025-12-05 19:51:25,36,2.46
VA-2024-009,Centre Ville,Hôpital Universitaire,2025-12-06 20:16:25,21,3.33
VA-2024-009,Hôpital Universitaire,Campus Universitaire,2025-12-06 16:36:25,21,0.83
VA-2024-009,Stade Olympique,Place Farhat Hached,2025-12-06 19:12:25,48,1.64
VA-2024-009,Quartier Khezama,Campus Universitaire,2025-12-06 12:00:25,12,2.34
VA-2024-009,Quartier Khezama,Corniche,2025-12-06 17:54:25,21,0.82
VA-2024-009,Aéroport Monastir,Médina,2025-12-07 20:19:25,10,1.23
VA-2024-009,Centre Ville,Port de Sousse,2025-12-07 07:28:25,37,1.26
VA-2024-009,Hôpital Universitaire,Place Farhat Hached,2025-12-07 08:28:25,37,3.74
VA-2024-009,Sousse Sud,Place Farhat Hached,2025-12-07 18:10:25,48,2.85
VA-2024-009,Place Farhat Hached,Médina,2025-12-07 19:18:25,18,0.74
VA-2024-009,Campus Universitaire,Corniche,2025-12-07 17:51:25,45,2.21
VA-2024-009,Sousse Sud,Sousse Nord,2025-12-07 20:28:25,13,0.61
VA-2024-009,Médina,Campus Universitaire,2025-12-07 15:45:25,47,1.89
VA-2024-009,Centre Ville,Zone Industrielle,2025-12-07 08:27:25,10,0.33
VA-2024-009,Aéroport Monastir,Sousse Sud,2025-12-07 18:42:25,37,2.25
VA-2024-009,Stade Olympique,Aéroport Monastir,2025-12-07 14:31:25,20,0.39
VA-2024-009,Campus Universitaire,Sousse Nord,2025-12-07 14:43:25,32,1.15
VA-2024-009,Campus Universitaire,Sousse Sud,2025-12-08 13:49:25,40,2.68
VA-2024-009,Sousse Nord,Campus Universitaire,2025-12-08 09:29:25,46,2.47
VA-2024-009,Gare Ferroviaire,Stade Olympique,2025-12-08 22:41:25,10,0.99
VA-2024-009,Sousse Nord,Corniche,2025-12-08 07:25:25,28,1.86
VA-2024-009,Sousse Sud,Port de Sousse,2025-12-08 08:59:25,38,0.26
VA-2024-009,Quartier Khezama,Campus Universitaire,2025-12-08 13:02:25,36,2.57
VA-2024-009,Campus Universitaire,Aéroport Monastir,2025-12-08 21:00:25,34,0.53
VA-2024-009,Stade Olympique,Quartier Khezama,2025-12-08 19:39:25,42,3.87
VA-2024-009,Centre Ville,Palais des Congrès,2025-12-08 20:43:25,13,1.93
VA-2024-009,Sousse Sud,Gare Ferroviaire,2025-12-09 22:41:25,49,1.65
VA-2024-009,Aéroport Monastir,Zone Industrielle,2025-12-09 17:40:25,30,0.39
